Indicator Name,Indicator Value,Governorates,District,Topic,x,y,Year,Name,GOVERNORATE_ID
Average daily trip time (minutes),20,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Average daily trip time (minutes),27,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Average daily trip time (minutes),33.7,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Average daily trip time (minutes),40,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
distribution of satisfaction degrees in the roads and traffic,22,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
distribution of satisfaction degrees in the roads and traffic,25,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
distribution of satisfaction degrees in the roads and traffic,25.89,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
distribution of satisfaction degrees in the roads and traffic,26,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
distribution of satisfaction in the traffic and transportation,68,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
distribution of satisfaction in the traffic and transportation,77.68,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
distribution of satisfaction in the traffic and transportation,82,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
distribution of satisfaction in the traffic and transportation,83,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Ease and smoothness of traffic,35,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Ease and smoothness of traffic,40,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Ease and smoothness of traffic,47.32,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Ease and smoothness of traffic,62,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
Per capita share of asphalt roads,4.8,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Per capita share of asphalt roads,5,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Per capita share of asphalt roads,5,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Per capita share of asphalt roads,7,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
Percentage of air transportation used in domestic tourist trips,14,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Percentage of air transportation used in domestic tourist trips,19,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
Percentage of air transportation used in domestic tourist trips,21,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Percentage of air transportation used in domestic tourist trips,23,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Percentage of commuting on foot,3.65,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Percentage of commuting on foot,6,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
Percentage of commuting on foot,7,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Percentage of commuting on foot,8,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Percentage of land transportation used in local tourist trips,77,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Percentage of land transportation used in local tourist trips,79,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Percentage of land transportation used in local tourist trips,81,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
Percentage of land transportation used in local tourist trips,86,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
The percentage of using the bus as a means of transportation,5,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
The percentage of using the bus as a means of transportation,6,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
The percentage of using the bus as a means of transportation,7,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
The percentage of using the bus as a means of transportation,11,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
The percentage of using the car as a means of transportation,73,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2020,محافظة القرية العليا,00510
The percentage of using the car as a means of transportation,76,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
The percentage of using the car as a means of transportation,78,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
The percentage of using the car as a means of transportation,85,Qaryah alulya,Qaryah Al Ulya,Connectivity,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Average number of study year,3.6,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
Average percentage of schools,22,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
Average students in pre-university,90,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
classroom intensity,36.4,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
distribution of public university,5,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
illiteracy rate,10.8,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
New entrants to education,88,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
Percentage of new scholarship students,17,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
Students with a high diploma,1.6,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
Students with a master's degree,1.8,Addammam,null,Knowledge,52.83786863,21.99674552,2020,الدمام,00500
Average number of study year,7.2,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Average percentage of schools,18,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Average students in pre-university,90,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
classroom intensity,31.2,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
distribution of public university,3,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
illiteracy rate,9.6,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
New entrants to education,100,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Percentage of new scholarship students,10,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Percentage of undergraduate students,15,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Students with a high diploma,2.4,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Students with a master's degree,1.8,Alahsa,Al Ahsa,Knowledge,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Average number of study year,6,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
Average percentage of schools,21,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
Average students in pre-university,82,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
classroom intensity,24.7,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
illiteracy rate,6,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
New entrants to education,94,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
Percentage of new scholarship students,13,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
Percentage of undergraduate students,16,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
Students with a high diploma,4,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
Students with a master's degree,0.9,Hafar albatin,Hafar Al Batin,Knowledge,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
Average number of study year,7.2,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
Average percentage of schools,18,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
Average students in pre-university,81,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
classroom intensity,33.8,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
illiteracy rate,10.8,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
New entrants to education,88,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
Percentage of new scholarship students,14,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
Percentage of undergraduate students,14,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
Students with a high diploma,2.4,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
Students with a master's degree,1.8,Aljubayl,Al Jubayl,Knowledge,49.33950845,27.00163279,2020,محافظة الجبيل,00503
Average number of study year,8.4,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
Average percentage of schools,21,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
Average students in pre-university,80,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
classroom intensity,28.6,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
illiteracy rate,4.8,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
New entrants to education,97,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
Percentage of new scholarship students,11,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
Percentage of undergraduate students,16,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
Students with a high diploma,4,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
Students with a master's degree,0.9,Alqatif,Al Qatif,Knowledge,49.84154847,26.60038469,2020,محافظة القطيف,00504
Average number of study year,3.6,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
Average percentage of schools,20,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
Average students in pre-university,73,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
classroom intensity,37.7,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
distribution of public university,2,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
illiteracy rate,10.8,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
New entrants to education,90,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
Percentage of new scholarship students,12,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
Percentage of undergraduate students,16,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
Students with a high diploma,0.8,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
Students with a master's degree,1.8,Alkhubar,Al Khubar,Knowledge,50.15485218,26.19918576,2020,محافظة الخبر,00505
Average number of study year,8.4,Alkhafji,Al Khafji,Knowledge,48.17477691,28.15171774,2020,محافظة الخفجي,00506
Average percentage of schools,18,Alkhafji,Al Khafji,Knowledge,48.17477691,28.15171774,2020,محافظة الخفجي,00506
